question,answer,label
"자신을 잘 설명해주는 문장이 있다면?","‘모르는 것을 두려워하지 않고, 아는 척하지 않는 사람.’ 이 문장이 저를 가장 잘 설명해준다고 생각합니다.","continue"
"자신을 잘 설명해주는 문장이 있다면?","'나는 나다.' 이 말이 제일 잘 어울리는 것 같아요.","terminate"
"자신의 가치관이 드러난 사건이 있다면?","편견을 가진 친구와 대화하다가, 그가 처한 환경을 이해하고 생각을 바꾼 경험이 있습니다. 그때 ‘모든 행동에는 맥락이 있다’는 제 가치관이 더 확고해졌습니다.","continue"
"자신의 가치관이 드러난 사건이 있다면?","음… 특별히 떠오르는 건 없지만, 저는 늘 올바르게 살려고 합니다.","terminate"
"가장 최근에 깊이 고민했던 주제가 있다면?","‘내가 만드는 기술이 사람을 배려하고 있는가?’라는 질문을 최근 프로젝트 내내 붙잡고 있었습니다.","continue"
"가장 최근에 깊이 고민했던 주제가 있다면?","뭘 먹을지 고민했던 기억이 납니다. 요즘은 고민할 일이 별로 없어요.","terminate"
"최근에 관심을 가지게 된 분야가 있다면?","요즘 들어 이것저것 관심 가는 게 많아지고 있어요. 특히 인공지능이나 블록체인 같은 신기술이 매일 쏟아지다 보니까 뭐가 뭔지 잘 모르겠지만, 그만큼 알아가야 할 것도 많다는 생각이 듭니다.","terminate"
"최근에 관심을 가지게 된 분야가 있다면?","데이터 기반 의사결정에 관심이 생겨서 관련 프로젝트에 참여해보고 싶습니다.","continue"
"어떤 환경에서 가장 집중이 잘 되시나요?","집중은 사실 상황 따라 다른 것 같아요. 조용할 때도 좋고, 카페처럼 소음이 있을 때도 의외로 집중이 잘 되기도 하고요. 특별히 정해진 패턴은 없고, 그냥 그날 컨디션에 따라 달라지는 편입니다.","terminate"
"어떤 환경에서 가장 집중이 잘 되시나요?","타이머를 사용해 25분씩 집중하는 방식이 제일 잘 맞습니다.","continue"
"어떤 상황에서 성취감을 느끼시나요?","무언가를 완전히 마무리했을 때 확실히 성취감을 느끼는 것 같긴 합니다. 예를 들면 시험을 잘 보거나, 프로젝트를 끝냈을 때 그런 감정을 받는 것 같아요. 하지만 사실 요즘엔 그런 걸 잘 느끼지 못하고 있습니다.","terminate"
"어떤 상황에서 성취감을 느끼시나요?","처음엔 막막했던 일을 스스로 해결했을 때 큰 만족을 느낍니다.","continue"
"최근에 기억에 남는 뉴스가 있다면?","요즘엔 뉴스를 자주 보진 않지만, 얼마 전에 본 뉴스 중에서 기억나는 건… 뭔가 날씨 관련된 거였던 것 같고, 계속 더워진다고 하더라고요. 그래서 환경 문제가 심각하다는 생각이 들었습니다.","terminate"
"최근에 기억에 남는 뉴스가 있다면?","미국 대선 후보 간 토론을 보며 표현의 방식이 미치는 영향에 대해 생각하게 됐습니다.","continue"
"요즘 어떤 방식으로 자기관리를 하고 계신가요?","사실 자기관리를 엄청 체계적으로 하고 있는 건 아닌데, 가끔 헬스장 가고, 주말에는 조금이라도 책을 보려고 노력하고 있어요. 밥은 제때 먹으려고 하고 있고요.","terminate"
"요즘 어떤 방식으로 자기관리를 하고 계신가요?","주 3회 이상 규칙적인 운동과 일일 회고 작성을 실천하고 있습니다.","continue"
"삶에서 중요하게 여기는 원칙이 있다면?","원칙이라고 하면 조금 거창하지만, 그냥 남한테 피해는 주지 말자는 생각은 항상 갖고 있어요. 다들 각자 사정이 있으니까 웬만하면 이해하려고 하고요.","terminate"
"삶에서 중요하게 여기는 원칙이 있다면?","책임질 수 있는 말만 하자는 것이 제 원칙입니다.","continue"
"혼자만의 시간을 어떻게 보내시나요?","혼자 있으면 주로 유튜브 보거나, 폰 만지면서 시간을 보내는 편이에요. 가끔 책도 보긴 하는데, 요즘은 그것도 잘 못하고 있는 것 같아요.","terminate"
"혼자만의 시간을 어떻게 보내시나요?","산책하며 생각을 정리하거나, 노트에 고민을 정리하는 시간을 갖습니다.","continue"
"최근에 포기하거나 미뤘던 일은 무엇인가요?","원래 영어 공부를 하려고 했는데, 요즘 너무 바빠서 일단 미뤄두고 있습니다. 언젠가는 다시 시작하려고는 하는데, 계획이 좀 불분명하긴 해요.","terminate"
"최근에 포기하거나 미뤘던 일은 무엇인가요?","기술 블로그 연재를 잠시 멈췄지만, 재정비 후 더 나은 방향으로 이어가려 준비 중입니다.","continue"
"어떤 사람과 함께 일할 때 편안함을 느끼나요?","딱히 유형을 나누기는 어렵지만, 그냥 너무 간섭 안 하고 맡겨주는 스타일이 좋아요. 그렇다고 방치하는 건 싫고요. 적당한 거리감이 있는 사람이 좋다고 해야 하나요.","terminate"
"어떤 사람과 함께 일할 때 편안함을 느끼나요?","의견을 경청해주고, 피드백을 명확히 주는 사람과 일할 때 집중력이 높아집니다.","continue"
"살면서 가치관이 바뀌었던 순간이 있다면?","대학교 2학년 때쯤 뭔가 슬럼프가 있었는데, 그때 친구랑 깊게 이야기하면서 마음가짐이 좀 바뀌었던 것 같아요. 구체적으로 뭐라고 말하긴 어렵지만, 여유가 좀 생겼달까 그런 느낌입니다.","terminate"
"살면서 가치관이 바뀌었던 순간이 있다면?","실패를 통해 겸손함이 중요하다는 걸 깨달은 후, 모든 관계를 다시 돌아보게 되었습니다.","continue"
"어떤 일을 맡았을 때 책임감을 느끼게 되는 계기는 무엇인가요?","보통 처음엔 잘 몰라도, 일단 맡게 되면 책임감이 생기더라고요. 특히 주변에서 기대를 보이거나, 중요한 일이라고 하면 저도 모르게 더 열심히 하게 되는 것 같습니다.","terminate"
"어떤 일을 맡았을 때 책임감을 느끼게 되는 계기는 무엇인가요?","사소한 작업이라도 결과에 제 이름이 붙는 순간, 태도가 달라집니다.","continue"
"시간이 부족할 때 우선순위를 정하는 기준은 무엇인가요?","급한 일부터 하긴 하는데, 어떤 게 중요한지 항상 명확하진 않더라고요. 그래서 실수도 자주 나오는 편이고, 요즘은 그 기준을 세우는 것도 연습 중입니다.","terminate"
"시간이 부족할 때 우선순위를 정하는 기준은 무엇인가요?","영향 범위가 큰 작업을 먼저 처리하는 편입니다. 나머진 계획적으로 미룹니다.","continue"
"존경하는 인물이 있다면 누구인가요?","한 사람을 특정하긴 어렵지만, 여러 방면에서 존경할 만한 사람들은 많은 것 같아요. 예를 들어 혁신적인 CEO라든지, 평범하지만 따뜻한 사람들도 존경스럽죠.","terminate"
"존경하는 인물이 있다면 누구인가요?","리처드 파인만처럼 지식을 즐겁게 전하는 사람을 닮고 싶습니다.","continue"
"최근에 불편함을 느낀 경험이 있다면?","엘리베이터가 고장 나 있어서 15층까지 걸어 올라간 적이 있었는데, 그때 정말 불편했어요. 날씨도 덥고 짐도 많았고요. 이런 건 진짜 개선되어야 한다고 생각합니다.","terminate"
"최근에 불편함을 느낀 경험이 있다면?","모바일 앱 접근성이 부족해 시각장애인 친구가 사용을 어려워하는 걸 보고 문제의식을 느꼈습니다.","continue"
"집중이 잘 안 될 때 어떻게 하시나요?","음악을 틀기도 하고, 잠깐 산책을 하기도 해요. 그냥 무작정 책상 앞에 앉아있는 것보단, 뭔가 다른 걸 해보는 게 도움이 되는 것 같긴 합니다.","terminate"
"집중이 잘 안 될 때 어떻게 하시나요?","문제를 작은 단위로 나누고, 타이머를 활용해 강제 몰입 구간을 설정합니다.","continue"
"주변 사람들이 당신을 어떻게 평가하나요?","친구들이 저보고 재밌다고 하기도 하고, 때로는 너무 생각이 많다고도 하더라고요. 여러모로 말이 많긴 하지만 결국엔 좋은 사람이라는 평가는 받는 편인 것 같습니다.","terminate"
"주변 사람들이 당신을 어떻게 평가하나요?","신뢰할 수 있고, 약속을 잘 지키는 사람으로 기억된다고 들었습니다.","continue"
"새로운 환경에 적응할 때 자신만의 방식이 있나요?","처음엔 무조건 조용히 관찰합니다. 그러다 분위기가 파악되면 그때부터 조금씩 말을 붙이고, 적응해 나가는 편입니다. 시간이 오래 걸릴 때도 있긴 해요.","terminate"
"새로운 환경에 적응할 때 자신만의 방식이 있나요?","낯선 구조일수록 문서화와 기록을 통해 체계를 만들어가며 적응합니다.","continue"
"피드백을 받을 때 어떤 태도를 취하시나요?","겉으로는 다 받아들이는 편이지만, 속으론 상처받을 때도 많아요. 그래도 도움이 되는 건 확실히 있어서 나중엔 감사하게 되는 것 같습니다.","terminate"
"피드백을 받을 때 어떤 태도를 취하시나요?","피드백을 받으면 기분이 나빠져서 대답을 안 하게 됩니다. 그리고 혼자 알아서 수정합니다.","terminate"
"피드백을 받을 때 어떤 태도를 취하시나요?","일단 그 팀원의 말이 맞는지 먼저 의심하고 제가 뭘 잘못했는지 생각합니다.","terminate"
"피드백을 받을 때 어떤 태도를 취하시나요?","핵심 의도를 파악한 후, 실질적 행동으로 연결될 수 있도록 메모하고 우선순위화합니다.","continue"
"피드백을 받을 때 어떤 태도를 취하시나요?","제가 어떤 부분에서 부족했는지 회고하고 피드백을 따로 메모해서 발전하려고 노력합니다.","continue"
"피드백을 받을 때 어떤 태도를 취하시나요?","피드백을 최대한 반영해서 꼼꼼하게 분석 후 빠른 시일 내에 다시 보고합니다. 빠른 시일 내에 보고를 해야 업무의 질이 상승한다고 생각하기 때문입니다.","continue"
"지금 하는 일이 누군가에게 어떤 영향을 줄 수 있다고 생각하나요?","저 혼자 하는 일이라도, 어딘가에선 영향을 줄 수 있다고 생각해요. 다만 그게 직접적이거나 구체적이라고 하긴 어려울 수도 있겠지만, 언젠간 누군가 도움이 될 수 있다고 생각하고 일합니다.","terminate"
"지금 하는 일이 누군가에게 어떤 영향을 줄 수 있다고 생각하나요?","제가 하는 일이 영향을 줄 수 있을까요? 저 같이 작은 사람이 그럴 순 없다고 생각합니다.","terminate"
"지금 하는 일이 누군가에게 어떤 영향을 줄 수 있다고 생각하나요?","딱히 그렇게 생각하진 않습니다. 없다고 생각합니다.","terminate"
"지금 하는 일이 누군가에게 어떤 영향을 줄 수 있다고 생각하나요?","개발한 기능 하나가 사용자 시간 5초를 줄이는 순간, 그 영향은 명확히 존재합니다.","continue"
"지금 하는 일이 누군가에게 어떤 영향을 줄 수 있다고 생각하나요?","저의 코드 개발 방식을 코드 리뷰를 통해 팀원들께 공유를 하여 코드 구현력이 낮은 팀원분의 실력이 향상된 경험이 있습니다.","continue"
"지금 하는 일이 누군가에게 어떤 영향을 줄 수 있다고 생각하나요?","지금까지 개발해왔던 프로젝트들은 모두 실생활에서 느낄 수 있는 불편함을 해소하는 애플리케이션이었습니다. 제가 개발한 애플리케이션을 통해 사람들에게 편리함을 제공한 경험이 있기 때문에 영향을 주었다고 생각합니다.","continue"
"시간 관리를 어떻게 하고 계신가요?","할 일을 우선순위별로 나눠 캘린더에 등록하고, 하루가 끝나면 기록을 회고하는 방식을 유지하고 있습니다.","continue"
"시간 관리를 어떻게 하고 계신가요?","할 일은 메모해두고 생각날 때마다 처리하고 있습니다.","terminate"
